Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
14,north,-112.7796957,53.63995484,absent,NA,unknown,20,7020,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.857042,53.63888758,absent,NA,unknown,15,6015,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9083212,53.63815283,absent,NA,unknown,48,8048,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8742189,53.63870972,absent,NA,unknown,52,5052,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8909267,53.63886943,absent,NA,unknown,43,5043,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9061198,53.6386464,absent,NA,unknown,45,8045,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8774774,53.63918905,absent,NA,unknown,70,5070,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8582973,53.63956931,absent,NA,unknown,53,5053,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8741772,53.63947452,absent,NA,unknown,51,5051,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8785619,53.63942375,absent,NA,unknown,50,5050,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9128269,53.63910575,absent,NA,unknown,56,8056,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9248271,53.6398573,absent,NA,unknown,2,8002,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.876968,53.6406624,absent,NA,unknown,49,5049,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.855216,53.64105549,absent,NA,unknown,12,6012,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9125149,53.64023448,absent,NA,unknown,6,8006,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8817882,53.64087438,absent,NA,unknown,60,5060,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8788077,53.64120888,absent,NA,unknown,48,5048,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8812301,53.64125174,absent,NA,unknown,61,5061,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9259029,53.64055919,absent,NA,unknown,1,8001,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9123725,53.64109979,absent,NA,unknown,7,8007,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8920232,53.64173787,absent,NA,unknown,42,5042,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9126593,53.64141885,absent,NA,unknown,5,8005,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8780579,53.64203873,absent,NA,unknown,47,5047,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8844699,53.64198289,absent,NA,unknown,45,5045,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7812433,53.64365357,absent,NA,unknown,19,7019,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8952705,53.64195618,absent,NA,unknown,40,5040,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8778273,53.6429773,absent,NA,unknown,46,5046,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8945509,53.64277667,absent,NA,unknown,41,5041,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9178068,53.64250517,absent,NA,unknown,4,8004,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8731935,53.64356233,absent,NA,unknown,37,5037,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8743196,53.6454146,absent,NA,unknown,36,5036,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8825454,53.64598671,absent,NA,unknown,69,5069,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.779778,53.64765782,absent,NA,unknown,18,7018,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9213562,53.6457026,absent,NA,unknown,55,8055,8,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7799104,53.64828514,absent,NA,unknown,17,7017,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8959754,53.64653887,absent,NA,unknown,62,5062,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8864361,53.64671656,absent,NA,unknown,28,5028,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8865077,53.6476414,absent,NA,unknown,34,5034,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8982555,53.64812091,absent,NA,unknown,57,5057,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8703172,53.64967548,absent,NA,unknown,29,5029,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8991951,53.65017369,absent,NA,unknown,68,5068,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8683697,53.65080266,absent,NA,unknown,71,5071,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8686025,53.65127549,absent,NA,unknown,30,5030,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9009457,53.65108085,absent,NA,unknown,35,5035,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8487353,53.65198853,absent,NA,unknown,5,6005,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7805511,53.65307613,absent,NA,unknown,4,7004,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8731469,53.65172587,absent,NA,unknown,27,5027,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8485698,53.65270128,absent,NA,unknown,4,6004,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8796708,53.65245067,absent,NA,unknown,33,5033,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8931444,53.65257994,absent,NA,unknown,31,5031,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8730256,53.65308524,absent,NA,unknown,26,5026,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.888951,53.65287993,absent,NA,unknown,16,5016,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8629948,53.65347551,absent,NA,unknown,24,5024,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8803407,53.65322227,absent,NA,unknown,32,5032,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8991628,53.65315885,absent,NA,unknown,66,5066,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.88919,53.65348747,absent,NA,unknown,58,5058,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7805077,53.65527925,absent,NA,unknown,3,7003,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.899783,53.65349062,absent,NA,unknown,14,5014,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.900817,53.65360007,absent,NA,unknown,13,5013,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8630293,53.65425709,absent,NA,unknown,23,5023,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.897599,53.65405567,absent,NA,unknown,15,5015,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7811256,53.6559353,absent,NA,unknown,2,7002,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8273671,53.6554451,absent,NA,unknown,3,6003,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8703935,53.65549972,absent,NA,unknown,25,5025,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8639869,53.65572551,absent,NA,unknown,63,5063,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7827357,53.65715192,absent,NA,unknown,1,7001,7,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8859104,53.65561585,absent,NA,unknown,17,5017,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8631093,53.6560718,absent,NA,unknown,22,5022,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8989081,53.65557218,absent,NA,unknown,12,5012,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9006874,53.65610132,absent,NA,unknown,11,5011,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8731953,53.65691227,absent,NA,unknown,20,5020,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.9004219,53.65659099,absent,NA,unknown,10,5010,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8490058,53.65747714,absent,NA,unknown,43,6043,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8779564,53.65711635,absent,NA,unknown,19,5019,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8669783,53.65732404,absent,NA,unknown,21,5021,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8824839,53.6571711,absent,NA,unknown,18,5018,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7813625,53.65904222,absent,NA,unknown,63,4063,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8506707,53.65886281,absent,NA,unknown,1,6001,6,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8321191,53.65998423,absent,NA,unknown,99,3099,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8320144,53.6600128,absent,NA,unknown,12,3012,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.83381,53.66023702,absent,NA,unknown,86,3086,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8728985,53.65977568,absent,NA,unknown,4,5004,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8585019,53.66004501,absent,NA,unknown,94,3094,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8699548,53.65994756,absent,NA,unknown,8,5008,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.830132,53.66058098,absent,NA,unknown,87,3087,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.83827,53.66047427,absent,NA,unknown,85,3085,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8392507,53.66109748,absent,NA,unknown,84,3084,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8598966,53.66147071,absent,NA,unknown,79,3079,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8598013,53.66205653,absent,NA,unknown,78,3078,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8622214,53.66201891,absent,NA,unknown,76,3076,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8423546,53.66389952,absent,NA,unknown,83,3083,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7848737,53.6651299,absent,NA,unknown,42,4042,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8765393,53.66473501,absent,NA,unknown,3,5003,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8410397,53.66568175,absent,NA,unknown,82,3082,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8667248,53.665284,absent,NA,unknown,69,3069,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8570735,53.66576673,absent,NA,unknown,71,3071,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8530476,53.66646739,absent,NA,unknown,73,3073,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8749982,53.66616157,absent,NA,unknown,1,5001,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8742662,53.6663798,absent,NA,unknown,2,5002,5,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8543144,53.66705009,absent,NA,unknown,72,3072,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8383861,53.66731372,absent,NA,unknown,81,3081,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8669137,53.66715993,absent,NA,unknown,92,3092,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8603118,53.66746048,absent,NA,unknown,70,3070,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8490024,53.66777053,absent,NA,unknown,74,3074,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8379217,53.66812095,absent,NA,unknown,80,3080,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8525902,53.66811961,absent,NA,unknown,93,3093,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8703614,53.66912883,absent,NA,unknown,57,3057,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8719208,53.66947305,absent,NA,unknown,56,3056,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8467555,53.67004367,absent,NA,unknown,75,3075,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8660021,53.67050938,absent,NA,unknown,60,3060,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8399612,53.67184735,absent,NA,unknown,65,3065,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8478863,53.67201297,absent,NA,unknown,64,3064,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8655982,53.67199,absent,NA,unknown,98,3098,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8744502,53.67257093,absent,NA,unknown,95,3095,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8651769,53.67273373,absent,NA,unknown,59,3059,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8577508,53.67290313,absent,NA,unknown,61,3061,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8732996,53.67291257,absent,NA,unknown,55,3055,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8650845,53.67304083,absent,NA,unknown,97,3097,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8253159,53.67381554,absent,NA,unknown,68,3068,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8654017,53.67371012,absent,NA,unknown,58,3058,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7799319,53.67537084,absent,NA,unknown,8,4008,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8273981,53.67470074,absent,NA,unknown,67,3067,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8534387,53.67468702,absent,NA,unknown,62,3062,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8228533,53.67638818,absent,NA,unknown,27,4027,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8420904,53.67831423,absent,NA,unknown,63,3063,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8716105,53.67988813,absent,NA,unknown,53,3053,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8192878,53.68148566,absent,NA,unknown,65,4065,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8323777,53.68233786,absent,NA,unknown,33,3033,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8089272,53.68317987,absent,NA,unknown,2,4002,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8667147,53.68251766,absent,NA,unknown,52,3052,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8366641,53.6834049,absent,NA,unknown,34,3034,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8107324,53.68431226,absent,NA,unknown,1,4001,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8619699,53.68411981,absent,NA,unknown,50,3050,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8607827,53.68432705,absent,NA,unknown,49,3049,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8425834,53.68475232,absent,NA,unknown,35,3035,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8346295,53.68536889,absent,NA,unknown,29,3029,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8158788,53.68566369,absent,NA,unknown,63,1063,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8313858,53.68565227,absent,NA,unknown,31,3031,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7817151,53.68641063,absent,NA,unknown,5,4005,4,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8618964,53.68519973,absent,NA,unknown,48,3048,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8375555,53.68579149,absent,NA,unknown,27,3027,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8358343,53.68625839,absent,NA,unknown,28,3028,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8164292,53.68684199,absent,NA,unknown,62,1062,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8452758,53.68710214,absent,NA,unknown,36,3036,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8645721,53.68680323,absent,NA,unknown,47,3047,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.833981,53.68821959,absent,NA,unknown,26,3026,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8352458,53.68839798,absent,NA,unknown,25,3025,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8126657,53.68877787,absent,NA,unknown,61,1061,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8475659,53.68994356,absent,NA,unknown,38,3038,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8135432,53.69051758,absent,NA,unknown,59,1059,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8356668,53.69041423,absent,NA,unknown,23,3023,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8101247,53.69097384,absent,NA,unknown,13,2013,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8650547,53.69018487,absent,NA,unknown,46,3046,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.813713,53.69129712,absent,NA,unknown,58,1058,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8554487,53.69079257,absent,NA,unknown,96,3096,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8184801,53.69155744,absent,NA,unknown,57,1057,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8355871,53.69136836,absent,NA,unknown,22,3022,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8641795,53.69094465,absent,NA,unknown,45,3045,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.818716,53.69211122,absent,NA,unknown,56,1056,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8117742,53.6923513,absent,NA,unknown,55,1055,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8717629,53.69151857,absent,NA,unknown,43,3043,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7849745,53.69293355,absent,NA,unknown,25,2025,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8074914,53.69314418,absent,NA,unknown,11,2011,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8133326,53.69337052,absent,NA,unknown,54,1054,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7819737,53.6939671,absent,NA,unknown,16,2016,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.87418,53.69273934,absent,NA,unknown,42,3042,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8679446,53.69285475,absent,NA,unknown,44,3044,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7807305,53.69430023,absent,NA,unknown,15,2015,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7850323,53.69429912,absent,NA,unknown,26,2026,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8440832,53.69377295,absent,NA,unknown,20,3020,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8177366,53.69433757,absent,NA,unknown,52,1052,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8426849,53.69401022,absent,NA,unknown,18,3018,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8617732,53.69373296,absent,NA,unknown,39,3039,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8709329,53.69431839,absent,NA,unknown,41,3041,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8642794,53.69457498,absent,NA,unknown,40,3040,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8124829,53.69545101,absent,NA,unknown,53,1053,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8399125,53.69504172,absent,NA,unknown,90,3090,3,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7840751,53.69602142,absent,NA,unknown,28,2028,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7826537,53.69643813,absent,NA,unknown,27,2027,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7946856,53.69725628,absent,NA,unknown,34,2034,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.7988211,53.69725717,absent,NA,unknown,31,2031,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8083489,53.69724852,absent,NA,unknown,24,2024,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8080752,53.69757629,absent,NA,unknown,10,2010,2,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
14,north,-112.8116613,53.69818733,absent,NA,unknown,46,1046,1,1992,NA,NA,winter,NA,foot,100,NA,NA,NA,NA,NA,NA,NA
